High,Low,Open,Close/Last
0.00023621659749676,0.00025722546326305967,0.00020084812992925962,0.00029986199609707744
0.0002611505716769739,0.00031964550901489525,0.0002915320681916348,0.0003086220094662053
0.0002460589557257923,0.0002764316311867016,0.00027339528053915967,0.00024325883278886488
0.0001968471645806334,0.00024556457559513425,0.00021965665045775226,0.0002479757630645496
0.0002703367726907364,0.00029289406083553727,0.00024518249974642093,0.00033759743830255205
0.00027755450205869383,0.000320331443583597,0.0003123557873481804,0.0003059266207372435
0.000275586030412887,0.000345025088056851,0.00028682993805951174,0.0003261420362044619
0.00028739686028772526,0.00029015032256073147,0.0003002645955798634,0.00028032042781209925
0.00020997030888600908,0.0002435067718890298,0.00023846517098624533,0.000268191178531768
0.00020537720837912783,0.00022361466939668654,0.00023846517098624533,0.00019137259975633746
0.00016928856153934505,0.00021949906198447718,0.00019144386966501352,0.000189351058209615
0.00011023441216515472,0.00011523700754185106,0.00012359884918723653,8.355705059783771e-05
0.00011810829874837978,9.808864332431361e-05,0.00010210339715467382,7.344934286422806e-05
5.9054149374190325e-05,6.859345687014939e-05,5.0379965701319394e-05,3.504005347651235e-05
0.00011023441216515472,2.7437382748059756e-05,8.195141087414615e-05,0.00016913564274239614
0.00018569249192106453,0.0001872601372555076,0.00019144386966501352,0.00018261258638720872
0.00016403930381719443,0.00021126784716005934,0.00018607000665687295,0.00021630494549923973
0.00020997030888600908,0.00023801929533941776,0.00019278733541704856,0.0002769511919008959
0.0002526205278784799,0.0002887784534233279,0.0002834712736794233,0.00025471423488695544
0.00020078410787224658,0.0002764316311867016,0.00024316730111836795,0.0002412372912421433
0.0001968471645806334,0.00027094415463708955,0.0002210001162097873,0.00024528037433558733
0.0001968471645806334,0.000255853594125657,0.0002149545203256292,0.00023988959687766195
0.00016732008989353868,0.00024007709904552222,0.00019614599979713614,0.00020821877931235253
0.00016600777546300124,0.0001797148569997911,0.00019278733541704856,0.00015431100473310266
0.00012795065697741208,0.00014953373597692554,0.0001471094998478522,0.00016711410119567456
0.00011351519824149897,0.00013032756805328363,0.0001471094998478522,0.00011051093788746243
5.577336329784608e-05,3.978420498468695e-05,9.538606839449779e-05,9.433860551368977e-06
0.0,2.4007709904552178e-05,1.276292464433412e-05,0.0
7.873886583225362e-05,7.065126057625385e-05,1.8136787652474687e-05,0.000121966339985553
9.645511064451055e-05,0.00012278228779756713,0.00011419458892299042,0.00013544328363036557
8.136349469332893e-05,9.808864332431361e-05,0.00012359884918723653,9.366475833144693e-05
0.00012138908482472403,0.00010014644703041807,9.87447327745858e-05,8.760013369128131e-05
4.921179114515846e-05,7.888247540067169e-05,3.358664380087974e-05,0.00010175092451833413
8.201965190859743e-05,0.00011180733469834349,0.00010546206153476184,7.816627313991234e-05
7.873886583225362e-05,9.808864332431361e-05,5.373863008140741e-05,0.0001388125195415685
0.00011679598431784234,0.00014267439028991082,0.00014240736971572873,0.0001489202272751777
0.00013976148685225032,0.00014267439028991082,0.00011083592454290284,0.0001960895300320213
0.0001975033217959019,0.00020372256690434328,0.0001827113422767845,0.00025471423488695544
0.00020406489394858996,0.00026751448179358154,0.00023846517098624533,0.00026549578980280576
0.00020012795065697765,0.0002654566780874775,0.00022973264359801588,0.0002493234574290305
0.0001345122291300997,0.00011180733469834349,0.00017599401351660847,8.355705059783771e-05
7.414576532537237e-05,6.173411118313423e-05,0.0001041185957827268,2.9649276018587842e-05
6.430340709634051e-05,5.007322351520925e-05,1.1419458892298652e-05,0.00010848939634074042
6.036646380472776e-05,3.978420498468695e-05,6.515808897370606e-05,1.1455402098090994e-05
3.280786076343897e-05,0.0,1.1419458892298652e-05,8.15355090511157e-05
0.00010301668279719817,0.0001234682223662689,8.531007525423417e-05,0.0001644187124667123
0.0001450107445744005,0.00017902892243108932,0.0001343465752035181,0.0001725048786535995
0.00016403930381719443,0.00020921004345395532,0.0001558420272360808,0.00022708650041509005
0.0001988156362264402,0.00023527555706461195,0.0002048785271853656,0.00021293570958803723
